ncessch,free_lunch_qualified,reduced_price_lunch_qualified,missing,not_applicable,no_category_codes,n
410933001666,90,10,0,0,100,58
410933001725,0,0,0,0,0,154
410933001793,47,18,0,0,65,123
410943000521,0,0,0,0,0,100
410948000979,229,23,0,0,252,331
410948000980,309,0,0,0,309,402
410948000981,200,35,0,0,235,340
410948000982,246,27,0,0,273,340
410948000986,508,77,0,0,585,1440
410948000987,560,114,0,0,674,398
410951001105,78,15,0,0,93,364
410951001106,263,36,0,0,299,556
410951001107,233,22,0,0,255,535
410951001111,245,44,0,0,289,387
410951001327,297,59,0,0,356,1456
410951001534,48,7,0,0,55,38
410951001689,0,0,0,0,0,27
410951001838,218,22,0,0,240,NA
410953001060,73,32,0,0,105,299
410960000020,7,2,0,0,9,24
410960000021,92,10,0,0,102,94
410960000022,117,35,0,0,152,564
410960000023,106,41,0,0,147,658
410960000024,105,43,0,0,148,232
410960001481,61,11,0,0,72,NA
410963000391,279,29,0,0,308,387
410963000392,262,26,0,0,288,455
410963000393,306,30,0,0,336,1052
410963000394,331,34,0,0,365,324
410963001335,255,24,0,0,279,361
410963001489,37,6,0,0,43,15
410966001085,93,31,0,0,124,178
410966001086,77,23,0,0,100,131
410969000366,0,0,0,0,0,NA
410972000016,98,29,0,0,127,153
410975000427,0,0,0,0,0,NA
410987000527,142,37,0,0,179,412
410987000529,133,44,0,0,177,589
410996000523,0,0,0,0,0,NA
411002000246,121,4,0,0,125,174
411002000247,30,7,0,0,37,36
411004000371,34,9,0,0,43,350
411004000865,41,12,0,0,53,485
411004000866,40,10,0,0,50,604
411004000867,38,3,0,0,41,587
411004000869,169,25,0,0,194,506
411004000870,132,39,0,0,171,471
411004000871,105,16,0,0,121,401
411004000872,239,18,0,0,257,234
411004000873,152,23,0,0,175,391
411004000874,191,16,0,0,207,952
411004000876,350,49,0,0,399,473
411004000877,206,27,0,0,233,569
411004000878,66,10,0,0,76,487
411004000880,106,24,0,0,130,352
411004000881,76,13,0,0,89,414
411004000882,142,16,0,0,158,536
411004000883,103,18,0,0,121,285
411004000884,451,21,0,0,472,644
411004000885,492,45,0,0,537,823
411004000886,141,24,0,0,165,385
411004000887,37,6,0,0,43,351
411004000890,457,48,0,0,505,489
411004000893,339,20,0,0,359,775
411004000894,69,12,0,0,81,443
411004000896,85,11,0,0,96,1027
411004000898,187,21,0,0,208,328
411004000899,98,8,0,0,106,438
411004000901,79,9,0,0,88,1039
411004000902,144,30,0,0,174,1068
411004000905,100,10,0,0,110,344
411004000906,240,22,0,0,262,344
411004000909,343,47,0,0,390,507
411004000911,300,28,0,0,328,314
411004000912,319,29,0,0,348,778
411004000913,63,6,0,0,69,889
411004000914,279,33,0,0,312,514
411004000915,386,50,0,0,436,567
411004000916,81,7,0,0,88,274
411004000917,44,12,0,0,56,442
411004000918,52,11,0,0,63,332
411004000919,192,13,0,0,205,413
411004000920,272,29,0,0,301,436
411004000922,116,19,0,0,135,1234
411004000925,248,39,0,0,287,839
411004000926,128,20,0,0,148,179
411004000930,36,8,0,0,44,212
411004000931,352,29,0,0,381,426
411004000932,218,39,0,0,257,594
411004000933,91,12,0,0,103,607
411004000935,402,29,0,0,431,467
411004000936,57,6,0,0,63,1074
411004000937,294,18,0,0,312,215
411004000938,50,6,0,0,56,324
411004000940,25,5,0,0,30,111
411004000941,108,22,0,0,130,738
411004000944,172,16,0,0,188,549
411004000945,226,19,0,0,245,391
411004000947,64,12,0,0,76,1699
411004000949,194,30,0,0,224,254
411004000952,228,30,0,0,258,291
411004000953,224,19,0,0,243,241
411004000954,135,33,0,0,168,515
411004000956,484,93,0,0,577,362
411004000958,259,49,0,0,308,214
411004000960,605,143,0,0,748,547
411004000962,171,30,0,0,201,264
411004000964,387,40,0,0,427,199
411004000966,127,37,0,0,164,647
411004000967,67,11,0,0,78,181
411004000968,686,77,0,0,763,243
411004000975,250,37,0,0,287,15
411004001079,93,34,0,0,127,748
411004001102,36,18,0,0,54,174
411004001365,134,21,0,0,155,1238
411004001395,25,0,0,0,25,NA
411004001435,0,0,0,0,0,NA
411004001581,5,3,0,0,8,NA
411004001649,84,28,0,0,112,217
411004001652,99,10,0,0,109,79
411004001667,6,56,0,0,62,168
411004001765,114,30,0,0,144,551
411004001814,16,2,0,0,18,NA
411004001821,523,55,0,0,578,337
411004001830,59,12,0,0,71,26
411004004190,0,0,0,0,0,216
411008000226,48,0,0,0,48,96
411008000227,32,0,0,0,32,30
411011000352,73,18,0,0,91,50
411020000111,150,16,0,0,166,223
411035000277,286,16,0,0,302,454
411035000278,267,18,0,0,285,448
411035000279,156,29,0,0,185,405
411035000280,114,29,0,0,143,432
411035000281,280,66,0,0,346,1127
411035000282,535,114,0,0,649,418
411035000647,287,50,0,0,337,1206
411035000942,272,20,0,0,292,424
411035001347,213,46,0,0,259,596
411035001645,201,37,0,0,238,538
411035001785,116,51,0,0,167,NA
411035001820,380,104,0,0,484,284
411035001850,191,39,0,0,230,NA
411041000329,214,26,0,0,240,359
411041000330,195,25,0,0,220,257
411052000997,432,20,0,0,452,472
411052000998,254,27,0,0,281,395
411052000999,449,35,0,0,484,405
411052001000,408,27,0,0,435,467
411052001001,296,29,0,0,325,440
411052001003,408,26,0,0,434,352
411052001004,160,45,0,0,205,369
411052001005,201,41,0,0,242,367
411052001006,352,30,0,0,382,420
411052001007,539,55,0,0,594,1363
411052001009,1283,198,0,0,1481,1079
411052001010,671,64,0,0,735,1695
411052001209,288,43,0,0,331,406
411052001397,260,69,0,0,329,1115
411052001434,81,14,0,0,95,786
411052001471,151,11,0,0,162,54
411052001540,51,6,0,0,57,220
411052001579,363,24,0,0,387,408
411052001798,178,23,0,0,201,251
411053000324,143,30,0,0,173,274
411053000325,89,16,0,0,105,140
411056000892,0,0,0,0,0,NA
411056001039,0,0,0,0,0,46
411068000419,246,52,0,0,298,515
411068000421,179,37,0,0,216,337
411068001811,0,0,0,0,0,41
411071000288,236,44,0,0,280,435
411071000289,236,22,0,0,258,247
411071000290,219,25,0,0,244,363
411071000291,148,39,0,0,187,246
411071000292,116,52,0,0,168,464
411071000293,97,28,0,0,125,376
411071000296,178,38,0,0,216,264
411071000297,261,24,0,0,285,327
411071000298,329,90,0,0,419,1334
411071000299,304,70,0,0,374,1177
411071000300,624,136,0,0,760,678
411071001685,0,0,0,0,0,NA
411071001853,0,0,0,0,0,NA
411082000547,404,43,0,0,447,603
411082000659,269,67,0,0,336,1562
411082000664,813,85,0,0,898,1952
411082000668,792,128,0,0,920,2045
411082000774,518,36,0,0,554,702
411082000777,88,17,0,0,105,265
411082000778,207,19,0,0,226,253
411082000779,80,15,0,0,95,337
411082000780,127,27,0,0,154,401
411082000781,222,39,0,0,261,460
411082000782,238,35,0,0,273,380
411082000783,186,20,0,0,206,401
411082000784,398,38,0,0,436,517
411082000786,267,58,0,0,325,395
411082000787,483,40,0,0,523,582
411082000789,380,14,0,0,394,398
411082000790,327,38,0,0,365,436
411082000791,234,52,0,0,286,575
411082000792,343,27,0,0,370,434
411082000793,456,67,0,0,523,710
411082000795,179,36,0,0,215,364
411082000796,133,16,0,0,149,340
411082000797,406,38,0,0,444,553
411082000799,164,36,0,0,200,359
411082000800,201,30,0,0,231,536
411082000801,352,24,0,0,376,420
411082000802,234,39,0,0,273,551
411082000803,255,26,0,0,281,364
411082000805,155,32,0,0,187,320
411082000806,135,33,0,0,168,448
411082000807,124,24,0,0,148,534
411082000808,399,55,0,0,454,509
411082000809,350,27,0,0,377,411
411082000811,348,59,0,0,407,1799
411082000812,405,65,0,0,470,1491
411082000813,531,62,0,0,593,1297
411082000814,811,87,0,0,898,1947
411082000815,256,50,0,0,306,1319
411082000816,257,68,0,0,325,1489
411082000817,868,184,0,0,1052,814
411082000818,1228,171,0,0,1399,753
411082000819,455,116,0,0,571,698
411082000820,748,162,0,0,910,834
411082001048,17,2,0,0,19,110
411082001296,1679,231,0,0,1910,1025
411082001342,126,27,0,0,153,386
411082001440,636,72,0,0,708,1819
411082001441,322,23,0,0,345,440
411082001442,381,25,0,0,406,459
411082001443,322,63,0,0,385,518
411082001444,386,16,0,0,402,432
411082001497,260,32,0,0,292,388
411082001536,13,0,0,0,13,95
411082001600,278,41,0,0,319,526
411082001683,52,17,0,0,69,156
411082001717,126,20,0,0,146,99
411082001738,262,22,0,0,284,146
411082001805,131,52,0,0,183,1157
411082001809,173,24,0,0,197,656
411082001819,233,49,0,0,282,595
411082001826,455,20,0,0,475,586
411082004191,473,151,0,0,624,800
411082004192,145,29,0,0,174,283
411082004193,20,8,0,0,28,48
411082004194,65,19,0,0,84,164
411089000096,53,29,0,0,82,215
411089000103,133,39,0,0,172,390
411089000104,93,31,0,0,124,811
411089000106,194,49,0,0,243,338
411089000107,138,34,0,0,172,450
411089000108,126,36,0,0,162,737
411089000149,334,105,0,0,439,670
411089001297,93,33,0,0,126,362
411089001453,36,9,0,0,45,179
411089001799,33,10,0,0,43,160
411098000168,96,29,0,0,125,207
411098000169,117,20,0,0,137,883
411098000170,56,11,0,0,67,99
411098000171,79,13,0,0,92,646
411098000172,156,40,0,0,196,271
411098001011,34,7,0,0,41,131
411098001542,0,0,0,0,0,NA
411104000716,99,19,0,0,118,284
411104000717,47,9,0,0,56,291
411104000718,64,8,0,0,72,118
411104001494,0,0,0,0,0,NA
411104001818,0,0,0,0,0,NA
411110000159,155,35,0,0,190,694
411110000161,305,52,0,0,357,472
411110000162,160,24,0,0,184,316
411110000163,190,39,0,0,229,230
411110001857,0,0,0,0,0,NA
411122001285,332,48,0,0,380,666
411122001287,116,23,0,0,139,110
411122001450,20,8,0,0,28,18
411122001803,0,0,0,0,0,NA
411125001068,104,30,0,0,134,256
411129000679,59,23,0,0,82,582
411129001244,122,43,0,0,165,536
411129001245,101,37,0,0,138,1347
411129001246,172,71,0,0,243,809
411129001501,31,14,0,0,45,646
411129001684,0,0,0,0,0,NA
411129001772,69,17,0,0,86,632
411129001788,33,9,0,0,42,980
411140001381,146,7,0,0,153,232
411145000127,120,24,0,0,144,438
411145000762,152,33,0,0,185,NA
411145000763,177,35,0,0,212,855
411145000764,183,52,0,0,235,766
411145000766,0,0,0,0,0,NA
411145000822,33,12,0,0,45,112
411145000825,0,0,0,0,0,NA
411145000829,0,0,0,0,0,NA
411145000830,66,15,0,0,81,154
411145000840,42,22,0,0,64,168
411145000852,0,0,0,0,0,38
411145000857,463,159,0,0,622,607
411145001769,27,12,0,0,39,16
411149000073,99,14,0,0,113,191
411149000283,105,30,0,0,135,245
411149000943,69,26,0,0,95,571
411158000608,292,66,0,0,358,441
411158000609,47,10,0,0,57,79
411158000611,213,58,0,0,271,424
411158000612,53,15,0,0,68,60
411158000613,60,9,0,0,69,42
411158000614,275,84,0,0,359,1062
411158000615,339,91,0,0,430,301
411158001390,61,5,0,0,66,14
411158001677,0,0,0,0,0,NA
411158001727,0,0,0,0,0,NA
411161000309,155,23,0,0,178,236
411161000310,207,34,0,0,241,315
411161000311,169,38,0,0,207,581
411161000312,181,23,0,0,204,261
411161000313,181,45,0,0,226,156
411164001255,37,4,0,0,41,12
411167000578,263,32,0,0,295,296
411167000579,262,28,0,0,290,362
411167000580,244,41,0,0,285,381
411167000582,336,30,0,0,366,353
411167000583,278,23,0,0,301,261
411167000586,293,52,0,0,345,302
411167000587,164,23,0,0,187,473
411167000588,67,11,0,0,78,162
411167000589,156,36,0,0,192,385
411167000590,240,38,0,0,278,829
411167000591,526,59,0,0,585,1169
411167000593,183,38,0,0,221,1024
411167000594,731,115,0,0,846,493
411167000595,438,96,0,0,534,579
411167000973,389,48,0,0,437,446
411167000977,315,76,0,0,391,1025
411167000978,56,6,0,0,62,13
411167001330,194,31,0,0,225,461
411167001525,191,35,0,0,226,343
411167001641,137,21,0,0,158,158
411167001815,369,38,0,0,407,420
411172000189,92,11,0,0,103,304
411172000193,222,37,0,0,259,699
411172000195,140,46,0,0,186,810
411172000196,199,37,0,0,236,407
411172001599,32,9,0,0,41,38
411172001732,42,10,0,0,52,139
411172004195,248,62,0,0,310,602
411176000823,36,10,0,0,46,122
411176000824,20,3,0,0,23,29
411179001119,127,30,0,0,157,203
411179001120,127,43,0,0,170,295
411191000368,0,0,0,0,0,NA
411194000338,226,46,0,0,272,199
411194000339,106,21,0,0,127,412
411194000340,176,31,0,0,207,614
411194000341,169,31,0,0,200,146
411194001849,0,0,0,0,0,NA
411197000701,227,16,0,0,243,344
411197000702,208,23,0,0,231,366
411197000703,98,13,0,0,111,188
411197000706,193,23,0,0,216,342
411197000707,167,34,0,0,201,637
411197000708,290,55,0,0,345,300
411197001643,49,6,0,0,55,130
411224000381,244,72,0,0,316,1884
411224000440,385,84,0,0,469,855
411224001190,131,40,0,0,171,478
411224001191,151,33,0,0,184,554
411224001192,198,43,0,0,241,570
411224001193,329,47,0,0,376,681
411224001195,155,47,0,0,202,514
411224001196,210,53,0,0,263,1524
411224001197,245,57,0,0,302,2043
411224001198,407,135,0,0,542,891
411224001261,158,22,0,0,180,635
411224001298,77,15,0,0,92,546
411224001299,64,15,0,0,79,522
411224001331,199,48,0,0,247,501
411224001668,70,21,0,0,91,587
411224001722,50,4,0,0,54,82
411224004176,0,0,0,0,0,NA
411232001070,249,39,0,0,288,1028
411232001071,158,29,0,0,187,NA
411232001072,188,26,0,0,214,394
411232001074,164,23,0,0,187,657
411232001075,261,56,0,0,317,305
411236001150,0,0,0,0,0,NA
411254001122,0,0,0,0,0,NA
411260001090,212,31,0,0,243,493
411260001091,454,48,0,0,502,686
411260001092,294,38,0,0,332,180
411269001132,84,11,0,0,95,183
411269001133,40,20,0,0,60,124
411293000186,0,0,0,0,0,NA
411293000187,89,29,0,0,118,240
411293000188,60,21,0,0,81,58
411293001673,43,19,0,0,62,222
411299001147,21,15,0,0,36,54
411299001371,45,12,0,0,57,118
411308000166,317,68,0,0,385,909
411308000167,100,21,0,0,121,138
411317000053,40,5,0,0,45,133
411317000054,23,6,0,0,29,158
411317000055,43,16,0,0,59,304
411317000056,56,16,0,0,72,1200
411317000058,146,39,0,0,185,876
411317000574,221,73,0,0,294,590
411317001318,128,42,0,0,170,1087
411317001356,143,36,0,0,179,506
411317001377,73,18,0,0,91,588
411317001414,73,28,0,0,101,1506
411317001437,0,0,0,0,0,NA
411317001447,41,12,0,0,53,399
411317001575,195,40,0,0,235,565
411317001786,33,7,0,0,40,NA
411317001822,148,37,0,0,185,557
411317001825,33,15,0,0,48,630
411317001851,87,29,0,0,116,671
411335001276,294,34,0,0,328,489
411335001277,124,27,0,0,151,118
411335001338,75,6,0,0,81,235
411349000331,172,21,0,0,193,444
411349000333,79,17,0,0,96,187
411349000335,124,20,0,0,144,380
411349000336,185,40,0,0,225,163
411349001573,216,34,0,0,250,154
411349001828,14,1,0,0,15,NA
411353000841,331,41,0,0,372,460
411353000842,371,20,0,0,391,490
411353000843,538,48,0,0,586,818
411353000844,436,46,0,0,482,1256
411353001051,617,78,0,0,695,844
411353001052,465,79,0,0,544,1261
411353001546,88,19,0,0,107,140
411353001713,273,48,0,0,321,184
411353001714,192,18,0,0,210,96
411353001715,51,4,0,0,55,24
411353001723,235,29,0,0,264,147
411353001731,227,35,0,0,262,183
411365000319,100,16,0,0,116,150
411365000320,34,13,0,0,47,44
418018000230,46,5,0,0,51,NA
418018001510,18,2,0,0,20,NA
